image,enclosed area,no horizon,far-away horizon,open area,semi-enclosed area
bedroom__114.png,0.7741331607878118,0.6480013848199455,0.31310845599025067,0.29619226045984354,0.24632931932904314
bedroom__115.png,0.7830887027872029,0.683834947094322,0.2758945621416412,0.25284202935937905,0.23705794789267443
bedroom__116.png,0.8296476782397928,0.7192126833047255,0.27473639215478796,0.2137258290760845,0.22417666273827427
bedroom__117.png,0.7311932731035291,0.6804981050241402,0.2726600516735193,0.28562560504503776,0.23688612583524968
bedroom__118.png,0.7258199139036562,0.6530707410615844,0.30580899763477526,0.30412432044479276,0.25729839105235497
bedroom__119.png,0.8097001143481342,0.7556159958646492,0.22329725506982462,0.20605710082317547,0.24957503112690005
bedroom__12.png,0.6840131057091072,0.6810275184064012,0.22343635557068978,0.29078114416796125,0.249941338882038
bedroom__120.png,0.7815657091408129,0.6968409009985063,0.27888432222614906,0.2796401651724493,0.23305764390043032
bedroom__121.png,0.702574562109028,0.692008752227861,0.2482505500635113,0.2855179296986515,0.2776709369345237
bedroom__122.png,0.8226773755255873,0.7351877283022143,0.19226287534477837,0.19901454080438005,0.2159537391920038
bedroom__123.png,0.7796368534507937,0.7275547741328842,0.2500262756582512,0.24927416846456035,0.2230040617549332
bedroom__124.png,0.7426419495342798,0.6861675382128727,0.2716775780742386,0.2703310046792154,0.27424115768596524
bedroom__125.png,0.764521345964875,0.678711222580177,0.28816517297759725,0.28779267138171627,0.25937795638146344
bedroom__126.png,0.7122539131969914,0.6440052113044247,0.2743311937143139,0.3129700528812933,0.2506505149133725
bedroom__127.png,0.8069578530111915,0.755842002099626,0.21780901631935323,0.20001839754773487,0.22808802926629107
bedroom__128.png,0.6573703074353702,0.7162292303307682,0.23585628106905593,0.30300389765681085,0.2666426993237805
bedroom__129.png,0.7370836187560542,0.644725639691385,0.31039453393560124,0.29330756338832276,0.24347453681604803
bedroom__13.png,0.7177263660210489,0.8050161125372267,0.15518870766062973,0.19612594096796898,0.2783404622309065
bedroom__130.png,0.7586095063441919,0.6566551658857517,0.3003646587906725,0.27611006582650655,0.25637852193678323
bedroom__131.png,0.7467780785611223,0.6574167317405919,0.31005343096036,0.29896483237590027,0.2340567694088541
