image,curvature1,orientation1,length1,curvature2,orientation2,length2,curvature3,orientation3,length3,curvature4,orientation4,length4,curvature5,orientation5,length5,curvature6,orientation6,length6,curvature7,orientation7,length7,curvature8,orientation8,length8
bedroom__149.png,4422.372888559,1732.15656424905,127.122815249686,1654.60349419561,1691.04775803233,523.362891102377,1670.96935335017,288.01142839672,1066.81302250415,1604.13448936247,422.258824218432,1679.70118778547,412.212510559815,2971.59290236248,3777.06557109339,217.466018207251,1041.82158292618,2825.93451226493,18.2412457656752,403.510366767278,0,0,1449.60057304753,0
bedroom__15.png,5177.36852845124,2126.34885402805,217.538568964336,1605.42379844303,753.677560936728,658.035160285088,1516.13003395701,669.681168196813,1203.47874646999,1008.59475204613,777.775818097269,2914.1998613667,550.567980379679,3190.96795504592,2302.56868045396,120.517257454373,569.182305736842,1225.7319368271,21.3976492685466,508.340636726413,1478.44704563283,0,1404.02570123197,0
bedroom__150.png,3983.6407243277,3213.99983425617,147.323667024658,1637.42253199825,1485.20859484702,371.427611499862,2215.03489013393,428.545143634671,965.568994613974,1128.57898474296,433.228846315182,1686.77389065999,787.867402449333,2885.68623705013,3599.69893785841,226.846290965605,710.393679657333,2188.15723493435,20.6091753822299,547.226622719174,1041.04966340876,0,295.711041520318,0
bedroom__151.png,4399.90081997703,1774.57544906906,52.0001431690991,1232.79902084136,1493.5973182013,323.647172821588,2162.46545988193,431.309776791466,1131.70310848861,1032.86943618031,705.645589970484,2392.84745096448,858.890340293629,3535.46584740689,2132.56021350399,200.269975406258,401.131350529252,2736.15664194724,112.804947419491,218.774093702246,1231.085269105,0,1439.5005743293,0
bedroom__152.png,4782.80881743256,1987.17047110241,103.603359840687,1035.1378517195,1252.26505688527,352.321358500249,2139.07085816183,269.342505884016,1359.20618596501,1200.06655379336,1237.00499103803,2474.13753396008,675.817022082503,2907.28733209681,4796.35359229631,167.098896810246,542.307906228812,914.37796943766,0,714.368754975075,0,0,1090.25298178957,0
bedroom__153.png,4989.46085441954,819.385431358578,137.573960009249,1987.44140482471,1397.24670294867,801.002591858882,1373.84058675848,569.53927776035,1406.95608185351,864.183045391513,670.888336437415,2273.7447066907,634.273856887083,3957.56825901881,1958.58548177543,139.283368790236,972.767254710302,2086.41779159635,11.5168829284358,662.489341339018,1335.71938621588,0,950.115396426854,0
bedroom__154.png,4705.42693389403,1684.50266655162,156.079807843043,2365.15228606318,1237.21084115219,309.120333142844,1927.57698338996,468.98793298759,957.310041761429,423.650080233251,590.675471534795,2678.28697186226,492.29501567386,3534.72660328749,1682.0060231599,74.8676864518978,488.072209317922,2208.40926742538,11.0310142938184,636.626694586086,2008.78755480513,0,1359.19758058231,0
bedroom__155.png,5372.42581156995,981.225557006365,60.101409848015,2247.68499882121,739.423719138862,298.547537565209,897.513598289938,174.040558446557,733.043221845986,974.032392461402,540.350982871412,2306.10355760717,305.190581478669,5060.41554237667,2343.49961521572,189.769124950734,626.204076715261,2866.68797433579,13.3834924280981,882.683215520676,0,0,995.656347924201,1392.01668358211
bedroom__156.png,4774.11848121115,2870.28871604656,203.196555213295,1573.18914239943,843.677327744625,412.934834278219,1713.70187926549,272.27318116695,1340.38821171489,844.872207190534,715.927593904937,2555.28552557537,902.751278636562,3542.9784475552,2586.92661221215,176.825032510026,492.006571021771,1234.28114676324,14.5419787868123,292.021085681268,1666.98711424283,0,970.827076878687,0
bedroom__157.png,3883.66490289988,1162.31021685855,159.64150881238,1746.52515555178,1825.16377033106,503.035903987159,1969.83788030448,698.624559996374,1110.18172217193,1291.27238998255,983.403364797803,1406.07930477353,795.22795781319,2956.74273672149,1992.36898677313,313.471713448121,1098.14146141249,4828.69257348188,0,703.805957851091,0,0,571.807932031148,0
bedroom__158.png,3495.97650800149,2187.05096344441,188.942075019266,1772.00295274419,449.994891724321,700.747263117901,2220.05293076204,641.237327408413,1047.2292099857,1517.30950005909,918.90223017993,2846.27956335689,785.68906672029,2918.32436000859,4881.01433513475,194.59227761139,1249.45094118083,335.787553385495,14.3767641015124,425.521800186098,0,0,1209.51748586742,0
bedroom__159.png,4719.66783980516,1514.53523635535,197.578545604751,2736.27924512187,798.852154084683,578.151313519486,974.789359613146,372.621379915614,857.938494073347,913.258691634695,676.111563198731,1722.16633236476,581.849467490782,3682.55272783135,4050.07330367511,74.1553963343459,1075.20094632529,1446.62656872357,0,468.428478904922,1147.46544203898,0,1411.69751338405,0
bedroom__16.png,4923.94388177578,2333.31893316595,130.919437561043,2439.58931144745,549.974289145031,610.117508611109,1183.86627371977,401.384717001302,1423.96362918262,929.0478109117,796.28661202519,2440.64446575403,385.440929383587,3346.43089955743,1859.14388271708,106.796225388234,1077.81914734587,1482.51256176771,31.3155673734885,421.080264635066,576.293903209176,0,1073.70513712415,1476.40461119722
bedroom__160.png,4511.740423125,1447.16936923209,378.8661702304,2279.72363614633,1809.30995290511,828.825242073162,1342.86439187178,514.690689908583,1779.88603221764,1157.48933174891,628.557688744787,1696.47746533358,486.976781285172,3824.06592163853,2733.24504366124,221.205435822803,674.846283537989,1808.92015622148,0,327.994988604062,773.779890262499,0,773.365105428853,0
bedroom__161.png,5328.2046204766,1888.76790826412,63.968452601454,1562.56154532305,835.728542184992,430.626189504093,938.790919464953,606.138818448783,1182.92458998651,1246.67941232225,695.739721850828,2852.75700435807,750.854173246008,3653.71480308789,1493.80963287046,172.909329167144,498.952099322884,2333.92182110617,0,676.031331483035,1641.99230957325,0,1144.92677535748,0
bedroom__162.png,4354.19095933361,1550.14599127035,217.888911803059,1792.72826648084,1204.47748010129,366.73259342991,1806.49976887263,476.875265995499,1102.63519946504,1151.61015562523,728.986173401902,2315.84255954276,731.311211887254,3842.72052662862,2690.37152908518,163.659637800446,547.467131664107,2634.53554577883,0,273.3555367144,671.993660895224,0,1375.97189422384,0
bedroom__163.png,4672.66708486939,953.748616613387,234.117100903659,1961.75316789463,1245.64525154562,556.702391832179,1280.78461581145,714.298017734503,1717.39833435066,1165.93840070401,328.837143012342,2668.10662876299,690.842823343622,3549.89809519709,1893.60748530631,228.013907376898,820.110871827543,1591.13805104233,0,827.915318123912,1338.93000780187,0,1559.54668594559,0
bedroom__164.png,4708.65978207007,1034.25044724071,58.3214917469976,1826.30847933784,1159.45567020969,299.502755492276,2205.31563448851,1231.34501126432,1317.20256796189,851.001152347897,733.500372667999,1915.88037723125,291.464887463623,3075.54909181423,2042.74020611455,117.250064292067,267.7564294058,2073.35739891692,0,1186.57755175654,2292.99520253612,0,1311.56542564071,0
bedroom__165.png,5713.39084551487,2222.33098417712,152.575358268561,959.090277530937,648.258093212592,542.940478192862,1969.52777154904,395.130294809643,995.513312264212,504.028566029144,443.157644111634,2868.60561345091,652.296243469142,4463.31567740555,2107.58644055171,163.067006488921,608.962682898584,3332.77879727175,38.5992894179469,236.345641216426,0,0,982.498982168446,0
