image,symmetry_lr,symmetry_ud,symmetry_lr_ud
bedroom__27.png,0.3496939144261393,0.24142187896231748,0.20559472639351717
bedroom__270.png,0.36587821994477543,0.3155166066606665,0.3209750834439372
bedroom__271.png,0.39104407436151156,0.3566278211293964,0.35190500284324544
bedroom__272.png,0.43634263988937294,0.4292847975204185,0.3775760601891941
bedroom__273.png,0.37506306391933897,0.363728904097133,0.3190122744048953
bedroom__274.png,0.4321881891576168,0.35979664654628707,0.35169267982995267
bedroom__275.png,0.39575265519469327,0.33745773907856647,0.3057459932476403
bedroom__276.png,0.3406820203307195,0.32013685766924793,0.285111485032428
bedroom__277.png,0.3803205506034897,0.33419349059653847,0.23311123381056886
bedroom__278.png,0.3202452914741727,0.2503738730414794,0.24716409528490646
bedroom__279.png,0.346462769579325,0.3576325010709215,0.3191654395637584
bedroom__28.png,0.29407264969781555,0.2973037237923798,0.25432988586702243
bedroom__280.png,0.34035118086848404,0.38424509045703303,0.325435587199839
bedroom__281.png,0.3641056428786482,0.32927906699624176,0.25305953987153074
bedroom__282.png,0.3487960103365745,0.31788048484968723,0.2911077517242896
bedroom__283.png,0.43973503719939555,0.27726083259976475,0.27374016140849533
bedroom__284.png,0.388992998444858,0.3515458085357104,0.325347533592549
bedroom__285.png,0.37565729517917057,0.22020422874311507,0.20727622430499282
bedroom__286.png,0.43131746655038217,0.3360206473862961,0.33156041084157484
bedroom__287.png,0.3422941747448822,0.33865380236182296,0.29322144634229375
bedroom__288.png,0.3668846497617456,0.2168365672189192,0.18438646676173465
bedroom__289.png,0.3856553340926161,0.3749276552239402,0.34936731719644387
bedroom__29.png,0.3470420413266645,0.21721203101147835,0.25210807767008403
bedroom__290.png,0.3759005436931637,0.3802020461675286,0.3314254877003838
bedroom__291.png,0.35716658483176245,0.3010714343200075,0.30474879334558
bedroom__292.png,0.2603870700221872,0.2848026686148917,0.23890746053068024
bedroom__293.png,0.48433394296955024,0.42848143042627607,0.40041438664841467
bedroom__294.png,0.3562065298819205,0.3553845934746124,0.33222589749966214
bedroom__295.png,0.4082068884917286,0.3134105434491381,0.2538241322100636
bedroom__296.png,0.37137392112311407,0.3026198337599637,0.24106211013164358
bedroom__297.png,0.40620887720012155,0.40193038219776944,0.3423738456106096
bedroom__298.png,0.3992390958071107,0.3272421369001023,0.2969888841132108
bedroom__299.png,0.39155128991800336,0.3568276374031094,0.3589089449464211
bedroom__3.png,0.3125810572896882,0.22766612099526695,0.1641346062385992
bedroom__30.png,0.36306624694251777,0.31530288193511624,0.2863025843843411
